country,year,metal_group,flow,trade_value_usd,weight_kg,Headline CPI
Belgium,2017,Gold,Import,102848047,3.268,2.224
Belgium,2017,Gold,Import,187812101,4.849,2.224
Canada,2017,Gold,Import,14313,4.695,1.603
Canada,2017,Gold,Import,158272622,5.133,1.603
Canada,2017,Gold,Import,80549672,1.559,1.603
France,2017,Gold,Import,3780,,1.163
France,2017,Gold,Import,17123,0.002,1.163
Germany,2017,Gold,Import,52952,27.474,1.711
"China, Hong Kong SAR",2017,Gold,Import,123262,0.003,1.481
Israel,2017,Gold,Import,1000,,0.242
Israel,2017,Gold,Import,1415,,0.242
Italy,2017,Gold,Import,132485356,3.482,1.326
Italy,2017,Gold,Import,58525371,1.095,1.326
Luxembourg,2017,Gold,Import,181,0.015,2.111
Mexico,2017,Gold,Import,2560,,6.041
Netherlands,2017,Gold,Import,1045,,1.299
New Zealand,2017,Gold,Import,729519,0.018,1.854
Peru,2017,Gold,Import,2726,,2.804
Peru,2017,Gold,Import,37,,2.804
Poland,2017,Gold,Import,994,0.684,1.975
Portugal,2017,Gold,Import,423335,0.008,1.556
India,2017,Gold,Import,77688401,2.612,3.602
India,2017,Gold,Import,156916384,4.162,3.602
Suriname,2017,Gold,Import,383403,0.011,22.024
Switzerland,2017,Gold,Import,9349,3.6,0.534
Switzerland,2017,Gold,Import,393603755,16.77,0.534
Switzerland,2017,Gold,Import,231833918,5.879,0.534
Thailand,2017,Gold,Import,3226963,0.078,0.665
United Arab Emirates,2017,Gold,Import,203439,0.005,1.967
United Arab Emirates,2017,Gold,Import,49416250,1.238,1.967
TÃ¼rkiye,2017,Gold,Import,4693722,0.116,
TÃ¼rkiye,2017,Gold,Import,4231161,0.109,
United Kingdom,2017,Gold,Import,424,0.605,2.683
United Kingdom,2017,Gold,Import,804865258,20.292,2.683
USA,2017,Gold,Import,4799,2.09,
USA,2017,Gold,Import,213975713,6.55,
USA,2017,Gold,Import,403589133,8.299,
Australia,2017,Gold,Import,25931,38.216,1.972
Australia,2017,Gold,Import,287330,0.008,1.972
Australia,2017,Gold,Import,649119,0.017,1.972
TÃ¼rkiye,2017,Gold,Import,1876956,0.042,
Singapore,2017,Gold,Import,9949075,0.295,0.576
Austria,2017,Gold,Import,62979,43.349,2.23
Austria,2017,Gold,Import,85071,0.018,2.23
Belgium,2017,Gold,Import,229732,96.702,2.224
Canada,2017,Gold,Import,77415,10.124,1.603
Croatia,2017,Gold,Import,152301,148.265,1.129
Cyprus,2017,Gold,Import,10181,11.449,0.681
Czechia,2017,Gold,Import,967431,181.059,2.451
France,2017,Gold,Import,176576,37.374,1.163
France,2017,Gold,Import,38718,0.009,1.163
Germany,2017,Gold,Import,1360557,1219.977,1.711
Germany,2017,Gold,Import,1126918,0.031,1.711
Germany,2017,Gold,Import,556113,0.075,1.711
Greece,2017,Gold,Import,4224534,2554.377,1.138
Greece,2017,Gold,Import,80033,0.002,1.138
Hungary,2017,Gold,Import,102878,107.338,2.408
Iceland,2017,Gold,Import,264,0.275,1.761
Ireland,2017,Gold,Import,4143,0.613,0.251
Israel,2017,Gold,Import,9000,15.0,0.242
Italy,2017,Gold,Import,4573969,1221.691,1.326
Italy,2017,Gold,Import,9612390,0.258,1.326
Italy,2017,Gold,Import,84,,1.326
Japan,2017,Gold,Import,96885,6.22,0.468
Kazakhstan,2017,Gold,Import,729,0.079,7.429
Rep. of Korea,2017,Gold,Import,654745,388.116,
Maldives,2017,Gold,Import,2321,2.916,2.272
Netherlands,2017,Gold,Import,64622,42.454,1.299
Netherlands,2017,Gold,Import,210,,1.299
Netherlands,2017,Gold,Import,7303,,1.299
Norway,2017,Gold,Import,4573,1.02,1.875
Poland,2017,Gold,Import,447102,239.496,1.975
Poland,2017,Gold,Import,73622,0.019,1.975
Romania,2017,Gold,Import,2352946,1409.918,1.344
Serbia,2017,Gold,Import,34850,22.376,3.131
Slovakia,2017,Gold,Import,1552,1.0,
Slovenia,2017,Gold,Import,135278,22.451,1.432
Spain,2017,Gold,Import,551244,104.986,1.956
Sweden,2017,Gold,Import,30418,3.36,1.867
Switzerland,2017,Gold,Import,86309,28.138,0.534
TÃ¼rkiye,2017,Gold,Import,7026399,0.316,
TÃ¼rkiye,2017,Gold,Import,3977314,0.142,
North Macedonia,2017,Gold,Import,29731,5.185,
United Kingdom,2017,Gold,Import,172725,44.809,2.683
United Kingdom,2017,Gold,Import,1381,,2.683
USA,2017,Gold,Import,1082,0.107,
Japan,2017,Gold,Import,235003,145.057,0.468
USA,2017,Gold,Import,642,0.368,
Azerbaijan,2017,Gold,Import,2800,0.378,12.844
Armenia,2017,Gold,Import,508,0.435,1.031
Estonia,2017,Gold,Import,10699,4.76,3.651
France,2017,Gold,Import,85796,19.108,1.163
Germany,2017,Gold,Import,359173,88.522,1.711
Italy,2017,Gold,Import,79322,11.537,1.326
Kazakhstan,2017,Gold,Import,9500,6.542,7.429
Kyrgyzstan,2017,Gold,Import,800,0.605,3.175
Lithuania,2017,Gold,Import,47296,13.566,3.718
Luxembourg,2017,Gold,Import,27338,6.507,2.111
Norway,2017,Gold,Import,11720,0.8,1.875
Poland,2017,Gold,Import,104959,45.82,1.975
Russian Federation,2017,Gold,Import,12220174,37424.104,3.683
Russian Federation,2017,Gold,Import,1714670,0.048,3.683
Russian Federation,2017,Gold,Import,205331,0.009,3.683
Switzerland,2017,Gold,Import,8708085,0.212,0.534
Ukraine,2017,Gold,Import,1000,0.443,14.443
Czechia,2017,Gold,Import,623,0.291,2.451
Singapore,2017,Gold,Import,100475295,2.56,0.576
South Africa,2017,Gold,Import,27,,5.273
Thailand,2017,Gold,Import,133509967,2.948,0.665
Belgium,2017,Gold,Import,492131,458.981,2.224
Canada,2017,Gold,Import,41205,71.385,1.603
Finland,2017,Gold,Import,6016,1.486,0.839
France,2017,Gold,Import,61367,79.717,1.163
Germany,2017,Gold,Import,6776,,1.711
Germany,2017,Gold,Import,44572,0.002,1.711
Netherlands,2017,Gold,Import,275613,154.221,1.299
Norway,2017,Gold,Import,942,0.25,1.875
Spain,2017,Gold,Import,130658,0.004,1.956
Switzerland,2017,Gold,Import,94740,31.969,0.534
United Kingdom,2017,Gold,Import,44797,36.03,2.683
USA,2017,Gold,Import,13437,12.876,
Australia,2017,Gold,Import,5499,1.291,1.972
Australia,2017,Gold,Import,330304,0.007,1.972
Australia,2017,Gold,Import,15908,,1.972
Austria,2017,Gold,Import,774,0.752,2.23
Belgium,2017,Gold,Import,2158,,2.224
Belgium,2017,Gold,Import,9051,,2.224
Bermuda,2017,Gold,Import,115091,47.463,
Chile,2017,Gold,Import,1303,,2.183
Chile,2017,Gold,Import,543,0.001,2.183
China,2017,Gold,Import,554847832,10.598,1.558
China,2017,Gold,Import,1293313,0.031,1.558
Czechia,2017,Gold,Import,1286,0.001,2.451
Dominican Rep.,2017,Gold,Import,2223,0.469,3.28
France,2017,Gold,Import,38237,3.411,1.163
France,2017,Gold,Import,45712,0.067,1.163
France,2017,Gold,Import,45899,0.002,1.163
France,2017,Gold,Import,110325,0.006,1.163
Germany,2017,Gold,Import,968,0.554,1.711
Germany,2017,Gold,Import,23636,0.001,1.711
Germany,2017,Gold,Import,267782,0.006,1.711
Guyana,2017,Gold,Import,210,,1.944
"China, Hong Kong SAR",2017,Gold,Import,32272,10.656,1.481
"China, Hong Kong SAR",2017,Gold,Import,230060910,6.235,1.481
"China, Hong Kong SAR",2017,Gold,Import,19243,0.008,1.481
Iceland,2017,Gold,Import,6210,0.006,1.761
Indonesia,2017,Gold,Import,26501338,0.677,3.809
Ireland,2017,Gold,Import,48889,0.007,0.251
Ireland,2017,Gold,Import,861068,0.036,0.251
Israel,2017,Gold,Import,13000,24.0,0.242
Israel,2017,Gold,Import,1000,,0.242
Italy,2017,Gold,Import,441525,0.011,1.326
Italy,2017,Gold,Import,1159,,1.326
Japan,2017,Gold,Import,20520,0.4,0.468
Japan,2017,Gold,Import,108339,0.002,0.468
Japan,2017,Gold,Import,93301,0.003,0.468
Rep. of Korea,2017,Gold,Import,8137310,0.197,
Rep. of Korea,2017,Gold,Import,6186,0.009,
Kuwait,2017,Gold,Import,1688,0.43,1.507
Kuwait,2017,Gold,Import,1325,0.001,1.507
Luxembourg,2017,Gold,Import,2507,,2.111
"China, Macao SAR",2017,Gold,Import,627996,0.014,1.227
Malaysia,2017,Gold,Import,26149,0.001,3.799
Malaysia,2017,Gold,Import,29558,0.001,3.799
Mexico,2017,Gold,Import,98534,231.953,6.041
Mexico,2017,Gold,Import,14181453,0.351,6.041
Mexico,2017,Gold,Import,127702,0.006,6.041
"Other Asia, nes",2017,Gold,Import,492457,0.013,
"Other Asia, nes",2017,Gold,Import,11705,,
Netherlands,2017,Gold,Import,98811,0.002,1.299
Netherlands,2017,Gold,Import,5561,0.001,1.299
New Zealand,2017,Gold,Import,23578,12.96,1.854
New Zealand,2017,Gold,Import,9732731,0.2,1.854
New Zealand,2017,Gold,Import,3442819,0.091,1.854
Nicaragua,2017,Gold,Import,2553,0.001,3.851
Norway,2017,Gold,Import,1910,0.003,1.875
Norway,2017,Gold,Import,1467,0.007,1.875
Pakistan,2017,Gold,Import,879019,0.028,4.148
Panama,2017,Gold,Import,12446,5.465,0.876
Panama,2017,Gold,Import,466774,0.011,0.876
Peru,2017,Gold,Import,303355,0.007,2.804
Philippines,2017,Gold,Import,10691,,2.853
Poland,2017,Gold,Import,81625,0.003,1.975
Poland,2017,Gold,Import,135849,0.003,1.975
Portugal,2017,Gold,Import,23,,1.556
Portugal,2017,Gold,Import,1309,,1.556
Saint Pierre and Miquelon,2017,Gold,Import,4347,3.348,
Saudi Arabia,2017,Gold,Import,2636,,-0.852
India,2017,Gold,Import,230369041,3.692,3.602
India,2017,Gold,Import,1046763,0.025,3.602
Singapore,2017,Gold,Import,2040787,0.071,0.576
Singapore,2017,Gold,Import,4794,,0.576
South Africa,2017,Gold,Import,1000,0.001,5.273
South Africa,2017,Gold,Import,1418,0.002,5.273
Spain,2017,Gold,Import,2292,0.001,1.956
Spain,2017,Gold,Import,7795,0.003,1.956
Sweden,2017,Gold,Import,16525,0.017,1.867
Switzerland,2017,Gold,Import,515734004,17.877,0.534
Switzerland,2017,Gold,Import,219536,0.007,0.534
Thailand,2017,Gold,Import,22512210,0.564,0.665
Thailand,2017,Gold,Import,32106,0.004,0.665
Trinidad and Tobago,2017,Gold,Import,190601,0.005,1.884
Trinidad and Tobago,2017,Gold,Import,19771,0.001,1.884
United Arab Emirates,2017,Gold,Import,15200914,3.9,1.967
United Arab Emirates,2017,Gold,Import,34075,0.001,1.967
TÃ¼rkiye,2017,Gold,Import,1030427976,23.592,
Egypt,2017,Gold,Import,4932719,0.137,23.537
United Kingdom,2017,Gold,Import,5430275583,58.017,2.683
United Kingdom,2017,Gold,Import,10043,0.001,2.683
USA,2017,Gold,Import,37710917,44050.735,
USA,2017,Gold,Import,336138,0.008,
USA,2017,Gold,Import,2497791429,60.565,
USA,2017,Gold,Import,96799948,7.589,
Venezuela,2017,Gold,Import,92,0.073,438.117
Switzerland,2017,Gold,Import,2367,,0.534
United Kingdom,2017,Gold,Import,26819769,0.681,2.683
Belgium,2017,Gold,Import,62050,0.002,2.224
Rep. of Korea,2017,Gold,Import,67432,0.002,
Rep. of Korea,2017,Gold,Import,83092,0.002,
Rep. of Korea,2017,Gold,Import,74590,0.002,
Switzerland,2017,Gold,Import,317912,0.011,0.534
TÃ¼rkiye,2017,Gold,Import,65778,0.002,
Australia,2017,Gold,Import,4223,1.201,1.972
Estonia,2017,Gold,Import,77548,0.002,3.651
Finland,2017,Gold,Import,59,0.002,0.839
Maldives,2017,Gold,Import,1747,0.479,2.272
South Africa,2017,Gold,Import,18,,5.273
United Arab Emirates,2017,Gold,Import,1189,0.9,1.967
United Kingdom,2017,Gold,Import,32951,14.55,2.683
USA,2017,Gold,Import,4724,0.741,
USA,2017,Gold,Import,478505,0.012,
Andorra,2017,Gold,Import,48,,
Argentina,2017,Gold,Import,26873,7.904,25.675
Austria,2017,Gold,Import,223126,20.164,2.23
Bahrain,2017,Gold,Import,3330,0.373,1.387
Belgium,2017,Gold,Import,3143432,948.324,2.224
Belgium,2017,Gold,Import,4921263,0.126,2.224
Bolivia (Plurinational State of),2017,Gold,Import,2652,1.536,2.82
Bolivia (Plurinational State of),2017,Gold,Import,1902,,2.82
Brazil,2017,Gold,Import,281316,81.752,3.446
Canada,2017,Gold,Import,481886,166.368,1.603
Canada,2017,Gold,Import,165455057,13.685,1.603
Costa Rica,2017,Gold,Import,105146,40.984,1.626
Finland,2017,Gold,Import,1577,0.361,0.839
France,2017,Gold,Import,5340005,1502.454,1.163
Germany,2017,Gold,Import,455987,269.919,1.711
Israel,2017,Gold,Import,28869,0.001,0.242
Israel,2017,Gold,Import,20000,0.001,0.242
Italy,2017,Gold,Import,6183843,2214.641,1.326
Italy,2017,Gold,Import,1159291,0.027,1.326
Italy,2017,Gold,Import,2281180,0.059,1.326
Japan,2017,Gold,Import,5465361,1268.183,0.468
Rep. of Korea,2017,Gold,Import,22683,3.006,
Kuwait,2017,Gold,Import,4230,0.563,1.507
Luxembourg,2017,Gold,Import,47,0.005,2.111
"China, Macao SAR",2017,Gold,Import,626,0.122,1.227
Morocco,2017,Gold,Import,8325,1.18,0.754
Netherlands,2017,Gold,Import,709077,270.187,1.299
New Zealand,2017,Gold,Import,228,0.05,1.854
Nicaragua,2017,Gold,Import,298,0.054,3.851
Panama,2017,Gold,Import,80951,46.55,0.876
Panama,2017,Gold,Import,769904,0.02,0.876
Paraguay,2017,Gold,Import,238371,104.645,3.603
Poland,2017,Gold,Import,72912,43.576,1.975
Russian Federation,2017,Gold,Import,36697,6.859,3.683
Serbia,2017,Gold,Import,15952,3.92,3.131
Slovenia,2017,Gold,Import,163329,64.423,1.432
Spain,2017,Gold,Import,2786812,885.378,1.956
Spain,2017,Gold,Import,15000,,1.956
Sweden,2017,Gold,Import,970729,162.005,1.867
Switzerland,2017,Gold,Import,104412,23.658,0.534
Switzerland,2017,Gold,Import,354791492,7.686,0.534
Thailand,2017,Gold,Import,511376,160.015,0.665
United Kingdom,2017,Gold,Import,1759954,474.709,2.683
USA,2017,Gold,Import,7823545,1677.889,
USA,2017,Gold,Import,195091750,4.792,
USA,2017,Gold,Import,1411064,0.036,
Uruguay,2017,Gold,Import,6701,3.004,6.218
Algeria,2017,Gold,Import,590,0.1,5.591
Andorra,2017,Gold,Import,48,0.004,
Azerbaijan,2017,Gold,Import,3671,5.0,12.844
Australia,2017,Gold,Import,13781378,12632.05,1.972
Australia,2017,Gold,Import,320534,0.008,1.972
Austria,2017,Gold,Import,845882,239.194,2.23
Austria,2017,Gold,Import,89527,0.001,2.23
Bahamas,2017,Gold,Import,479,0.138,1.553
Bahrain,2017,Gold,Import,19997,16.375,1.387
Bahrain,2017,Gold,Import,1217,,1.387
Armenia,2017,Gold,Import,6219,2.43,1.031
Armenia,2017,Gold,Import,6596,,1.031
Belgium,2017,Gold,Import,17485690,11356.274,2.224
Bolivia (Plurinational State of),2017,Gold,Import,11917,,2.82
Bosnia Herzegovina,2017,Gold,Import,7216,1.314,0.81
Brazil,2017,Gold,Import,625689,325.802,3.446
Brazil,2017,Gold,Import,898,,3.446
Brunei Darussalam,2017,Gold,Import,92640,34.114,-0.171
Brunei Darussalam,2017,Gold,Import,3884,,-0.171
Brunei Darussalam,2017,Gold,Import,17085,,-0.171
Bulgaria,2017,Gold,Import,360216,205.112,1.188
Bulgaria,2017,Gold,Import,5739,,1.188
Belarus,2017,Gold,Import,26118000,32322.262,6.032
Canada,2017,Gold,Import,8923841,9256.77,1.603
Canada,2017,Gold,Import,342094,0.023,1.603
Canada,2017,Gold,Import,4799,,1.603
Sri Lanka,2017,Gold,Import,276,0.209,6.581
Chile,2017,Gold,Import,939710,1117.918,2.183
Costa Rica,2017,Gold,Import,955704,1508.243,1.626
Croatia,2017,Gold,Import,18925,24.0,1.129
Croatia,2017,Gold,Import,91,,1.129
Cuba,2017,Gold,Import,104725,93.725,
Cyprus,2017,Gold,Import,21169,13.0,0.681
Czechia,2017,Gold,Import,798568,651.647,2.451
Czechia,2017,Gold,Import,109568,0.003,2.451
Denmark,2017,Gold,Import,727937,349.648,1.058
Dominican Rep.,2017,Gold,Import,435396,174.214,3.28
Ecuador,2017,Gold,Import,19833,13.107,0.417
Estonia,2017,Gold,Import,17439,5.567,3.651
Fiji,2017,Gold,Import,9995,23.777,3.351
Finland,2017,Gold,Import,206821,67.26,0.839
France,2017,Gold,Import,21981949,9445.384,1.163
France,2017,Gold,Import,144,,1.163
France,2017,Gold,Import,666432,0.3,1.163
Georgia,2017,Gold,Import,2322,4.0,6.035
Germany,2017,Gold,Import,26386981,16298.354,1.711
Germany,2017,Gold,Import,4158,,1.711
Germany,2017,Gold,Import,2775682,0.054,1.711
Greece,2017,Gold,Import,83010,45.0,1.138
Greece,2017,Gold,Import,2222,0.001,1.138
Greenland,2017,Gold,Import,4010,0.843,
Guatemala,2017,Gold,Import,559289,487.73,4.425
Honduras,2017,Gold,Import,314,0.069,3.934
"China, Hong Kong SAR",2017,Gold,Import,12555639,11487.582,1.481
"China, Hong Kong SAR",2017,Gold,Import,2070989143,44.104,1.481
"China, Hong Kong SAR",2017,Gold,Import,30725776,0.607,1.481
Iceland,2017,Gold,Import,33058,8.943,1.761
Iceland,2017,Gold,Import,1269,0.002,1.761
Indonesia,2017,Gold,Import,518231,770.897,3.809
Indonesia,2017,Gold,Import,13685244,0.33,3.809
Indonesia,2017,Gold,Import,4221,0.016,3.809
Iraq,2017,Gold,Import,70020,72.55,0.099
Ireland,2017,Gold,Import,266296,232.442,0.251
Ireland,2017,Gold,Import,76607,0.008,0.251
Israel,2017,Gold,Import,1136038,872.587,0.242
Italy,2017,Gold,Import,29372625,12603.143,1.326
Italy,2017,Gold,Import,128767,0.069,1.326
Italy,2017,Gold,Import,3024522,1.104,1.326
Japan,2017,Gold,Import,321508931,212455.285,0.468
Japan,2017,Gold,Import,431770,0.01,0.468
Japan,2017,Gold,Import,2814485,0.189,0.468
Kazakhstan,2017,Gold,Import,10135,11.107,7.429
Jordan,2017,Gold,Import,208703,330.939,3.324
Rep. of Korea,2017,Gold,Import,203893413,297523.512,
Rep. of Korea,2017,Gold,Import,274,,
Rep. of Korea,2017,Gold,Import,14407960,0.351,
Rep. of Korea,2017,Gold,Import,27393990,0.937,
Kuwait,2017,Gold,Import,50157,7.217,1.507
Kyrgyzstan,2017,Gold,Import,11456,27.662,3.175
Lebanon,2017,Gold,Import,74364,29.4,4.476
Liberia,2017,Gold,Import,143,0.474,12.435
Lithuania,2017,Gold,Import,12106,10.621,3.718
Luxembourg,2017,Gold,Import,20213,3.715,2.111
"China, Macao SAR",2017,Gold,Import,113274,21.641,1.227
Madagascar,2017,Gold,Import,14,0.003,8.281
Malaysia,2017,Gold,Import,2472668,2139.541,3.799
Malaysia,2017,Gold,Import,45951,0.001,3.799
Malaysia,2017,Gold,Import,677669,0.016,3.799
Mauritius,2017,Gold,Import,32965,24.083,3.675
Mexico,2017,Gold,Import,44861,20.058,6.041
"Other Asia, nes",2017,Gold,Import,9543486,13869.007,
"Other Asia, nes",2017,Gold,Import,3220666,0.078,
"Other Asia, nes",2017,Gold,Import,10532609,0.261,
Mongolia,2017,Gold,Import,527365,599.682,4.623
Morocco,2017,Gold,Import,5171,1.712,0.754
Oman,2017,Gold,Import,2396,3.414,1.6
Netherlands,2017,Gold,Import,7898799,4647.006,1.299
Netherlands,2017,Gold,Import,259777,0.048,1.299
CuraÃ§ao,2017,Gold,Import,9340,10.0,1.58
Aruba,2017,Gold,Import,2141,2.18,-0.474
New Caledonia,2017,Gold,Import,92976,91.26,1.378952884835164
New Zealand,2017,Gold,Import,5918418,5510.88,1.854
New Zealand,2017,Gold,Import,1991,,1.854
Norway,2017,Gold,Import,593641,520.515,1.875
Pakistan,2017,Gold,Import,20646,22.554,4.148
Panama,2017,Gold,Import,15312,2.105,0.876
Philippines,2017,Gold,Import,802584,1049.774,2.853
Philippines,2017,Gold,Import,2011302,0.05,2.853
Poland,2017,Gold,Import,2482177,1692.271,1.975
Poland,2017,Gold,Import,28444,0.006,1.975
Timor-Leste,2017,Gold,Import,24492,20.0,0.52
Qatar,2017,Gold,Import,152449,229.89,0.395
Romania,2017,Gold,Import,425535,151.553,1.344
Russian Federation,2017,Gold,Import,15283484,16729.678,3.683
Saudi Arabia,2017,Gold,Import,230546,387.03,-0.852
Serbia,2017,Gold,Import,11231,5.216,3.131
India,2017,Gold,Import,70102963,1.7,3.602
India,2017,Gold,Import,408,,3.602
Singapore,2017,Gold,Import,1655520,1662.058,0.576
Singapore,2017,Gold,Import,3343263,0.082,0.576
Slovakia,2017,Gold,Import,269369,194.872,
Slovakia,2017,Gold,Import,192,0.001,
Viet Nam,2017,Gold,Import,730668,236.946,3.521
Viet Nam,2017,Gold,Import,407440,0.008,3.521
Slovenia,2017,Gold,Import,779080,351.203,1.432
Slovenia,2017,Gold,Import,15448,,1.432
Slovenia,2017,Gold,Import,1879,,1.432
South Africa,2017,Gold,Import,856026,969.923,5.273
South Africa,2017,Gold,Import,1195,,5.273
South Africa,2017,Gold,Import,2604,0.484,5.273
Spain,2017,Gold,Import,16393060,9706.185,1.956
Spain,2017,Gold,Import,2627,0.001,1.956
Suriname,2017,Gold,Import,13787,19.36,22.024
Sweden,2017,Gold,Import,927074,382.322,1.867
Sweden,2017,Gold,Import,19572,0.14,1.867
Switzerland,2017,Gold,Import,2994749,1043.938,0.534
Switzerland,2017,Gold,Import,87804683,2.145,0.534
Switzerland,2017,Gold,Import,27933,0.001,0.534
Thailand,2017,Gold,Import,5022952,5264.226,0.665
Thailand,2017,Gold,Import,272604451,6.85,0.665
Thailand,2017,Gold,Import,3904,,0.665
United Arab Emirates,2017,Gold,Import,224869,342.162,1.967
TÃ¼rkiye,2017,Gold,Import,255223,103.459,
TÃ¼rkiye,2017,Gold,Import,12751848,0.309,
Egypt,2017,Gold,Import,26302,0.001,23.537
United Kingdom,2017,Gold,Import,25447003,25435.625,2.683
United Kingdom,2017,Gold,Import,144184067,3.366,2.683
United Rep. of Tanzania,2017,Gold,Import,357,2.158,
USA,2017,Gold,Import,44452142,47449.566,
USA,2017,Gold,Import,1468483,0.039,
Uruguay,2017,Gold,Import,163918,154.494,6.218
Zambia,2017,Gold,Import,339,0.252,6.577
Zambia,2017,Gold,Import,84,,6.577
Andorra,2017,Gold,Import,284307,0.004,
Bahrain,2017,Gold,Import,1215,0.161,1.387
Belgium,2017,Gold,Import,10899967,0.311,2.224
Belgium,2017,Gold,Import,6830786,0.177,2.224
Canada,2017,Gold,Import,1804,0.49,1.603
Canada,2017,Gold,Import,18773364,0.801,1.603
Ecuador,2017,Gold,Import,21684,26.783,0.417
France,2017,Gold,Import,25263,6.434,1.163
France,2017,Gold,Import,1963357,0.047,1.163
France,2017,Gold,Import,652872,0.017,1.163
Germany,2017,Gold,Import,2874,,1.711
"China, Hong Kong SAR",2017,Gold,Import,2648,0.283,1.481
"China, Hong Kong SAR",2017,Gold,Import,226988,0.006,1.481
Italy,2017,Gold,Import,6323554,0.149,1.326
CuraÃ§ao,2017,Gold,Import,94,0.04,1.58
Panama,2017,Gold,Import,4972410,0.182,0.876
Panama,2017,Gold,Import,358352,0.009,0.876
Portugal,2017,Gold,Import,2529,1.2,1.556
Russian Federation,2017,Gold,Import,140969,0.004,3.683
India,2017,Gold,Import,37481367,2.165,3.602
Spain,2017,Gold,Import,268320,52.124,1.956
Spain,2017,Gold,Import,902836,0.023,1.956
Spain,2017,Gold,Import,417868,0.01,1.956
Switzerland,2017,Gold,Import,204054530,8.348,0.534
Switzerland,2017,Gold,Import,106139597,3.42,0.534
United Arab Emirates,2017,Gold,Import,7774488,0.222,1.967
TÃ¼rkiye,2017,Gold,Import,3016713,0.06,
TÃ¼rkiye,2017,Gold,Import,2568602,0.074,
United Kingdom,2017,Gold,Import,4897,1.176,2.683
United Kingdom,2017,Gold,Import,137453,0.004,2.683
United Kingdom,2017,Gold,Import,147880,0.003,2.683
USA,2017,Gold,Import,36504,10.473,
USA,2017,Gold,Import,874023449,27.84,
USA,2017,Gold,Import,75915846,2.683,
China,2017,Gold,Import,7765747,0.221,1.558
Italy,2017,Gold,Import,115573,0.004,1.326
Japan,2017,Gold,Import,40897,0.001,0.468
Belgium,2017,Gold,Import,96022,83.304,2.224
Canada,2017,Gold,Import,49861,0.004,1.603
China,2017,Gold,Import,30959650,0.858,1.558
Finland,2017,Gold,Import,1111,0.7,0.839
France,2017,Gold,Import,3968,1.9,1.163
Italy,2017,Gold,Import,13895,,1.326
Rep. of Korea,2017,Gold,Import,17412,,
Switzerland,2017,Gold,Import,8984,1.587,0.534
TÃ¼rkiye,2017,Gold,Import,73622,0.002,
Belgium,2017,Gold,Import,61,0.026,2.224
Canada,2017,Gold,Import,5768,5.12,1.603
France,2017,Gold,Import,69452,42.6,1.163
Guatemala,2017,Gold,Import,2727,0.449,4.425
Italy,2017,Gold,Import,3967,1.971,1.326
Netherlands,2017,Gold,Import,4746,2.358,1.299
Nicaragua,2017,Gold,Import,5873,1.38,3.851
Panama,2017,Gold,Import,1100,0.205,0.876
Panama,2017,Gold,Import,38664,0.002,0.876
Spain,2017,Gold,Import,34,0.001,1.956
United Kingdom,2017,Gold,Import,35897,22.848,2.683
USA,2017,Gold,Import,13418,5.349,
