country,year,metal_group,flow,trade_value_usd,weight_kg,Headline CPI
Iceland,2022,Gold,Import,26,0.004,8.308754
Rep. of Korea,2022,Gold,Import,43500,0.001,
Rep. of Korea,2022,Gold,Import,63000,0.001,
Oman,2022,Gold,Import,692,1.0,2.81184097477153
Oman,2022,Gold,Import,58075,0.001,2.81184097477153
India,2022,Gold,Import,416858907,7.98,5.90043
South Sudan,2022,Gold,Import,494,1.5,-6.68732094212673
United Arab Emirates,2022,Gold,Import,1193078928,20.56,4.82788859594433
USA,2022,Gold,Import,270,0.156,
USA,2022,Gold,Import,116350,0.002,
Azerbaijan,2022,Gold,Import,14,0.005,13.8522590144267
Austria,2022,Gold,Import,108669,64.032,8.54687
Belgium,2022,Gold,Import,214214,346.018,9.597511
Br. Virgin Isds,2022,Gold,Import,15,0.01,
Bulgaria,2022,Gold,Import,139141,62.489,15.3252589264366
Belarus,2022,Gold,Import,104134,151.041,15.2096752740809
Cameroon,2022,Gold,Import,11,0.005,6.24767713343868
Canada,2022,Gold,Import,5616,1.44,6.802801
Cook Isds,2022,Gold,Import,29,0.012,
Cyprus,2022,Gold,Import,174,0.06,8.3954829799334
Czechia,2022,Gold,Import,54811,21.274,15.10017
Denmark,2022,Gold,Import,115,0.02,7.696567
Estonia,2022,Gold,Import,12219,18.47,19.39826
France,2022,Gold,Import,100903,13.358,5.222367
France,2022,Gold,Import,7,,5.222367
Georgia,2022,Gold,Import,83,0.052,11.8981654203198
Germany,2022,Gold,Import,770411,487.054,6.872574
Germany,2022,Gold,Import,7056,,6.872574
Greece,2022,Gold,Import,186,0.055,9.645261
"China, Hong Kong SAR",2022,Gold,Import,28,0.002,1.88136707196846
Israel,2022,Gold,Import,39087,66.856,4.393597
Italy,2022,Gold,Import,190742,40.96,8.20129
Italy,2022,Gold,Import,1126863,0.035,8.20129
Italy,2022,Gold,Import,1204492,0.035,8.20129
Kazakhstan,2022,Gold,Import,17534,8.208,14.35558032491703
Rep. of Korea,2022,Gold,Import,541420,101.9,
Latvia,2022,Gold,Import,55771,101.25,17.31029
Liberia,2022,Gold,Import,115,0.044,7.593
Lithuania,2022,Gold,Import,544172,269.429,19.70505
Malta,2022,Gold,Import,179,0.03,6.15375621933034
Rep. of Moldova,2022,Gold,Import,9824,15.12,
Netherlands,2022,Gold,Import,6,0.002,10.00121
Norway,2022,Gold,Import,93,0.042,5.764123
Marshall Isds,2022,Gold,Import,119,0.081,
Panama,2022,Gold,Import,161,0.065,2.85748282185325
Poland,2022,Gold,Import,3603026,1914.629,14.3
Romania,2022,Gold,Import,110424,134.82,13.795488743252
San Marino,2022,Gold,Import,70053,13.12,7.12
Singapore,2022,Gold,Import,385,0.126,6.12106004039414
Slovakia,2022,Gold,Import,21877,2.635,
Viet Nam,2022,Gold,Import,3112,2.132,3.15650749963111
Spain,2022,Gold,Import,22,0.005,8.390576
Switzerland,2022,Gold,Import,154568,18.977,2.835028
Switzerland,2022,Gold,Import,4879184,0.086,2.835028
Switzerland,2022,Gold,Import,4996359,0.086,2.835028
TÃ¼rkiye,2022,Gold,Import,80,0.041,
United Kingdom,2022,Gold,Import,14296,0.915,7.9
USA,2022,Gold,Import,1720,,
Bulgaria,2022,Gold,Import,55037,21.907,15.3252589264366
Canada,2022,Gold,Import,16659,0.36,6.802801
Croatia,2022,Gold,Import,103702,79.134,10.7805806758686
Czechia,2022,Gold,Import,30041,40.125,15.10017
Finland,2022,Gold,Import,667,0.118,7.123507
France,2022,Gold,Import,473043,65.417,5.222367
Germany,2022,Gold,Import,2404912,2260.316,6.872574
Greece,2022,Gold,Import,213618,256.781,9.645261
Hungary,2022,Gold,Import,165590,111.065,14.60814
Italy,2022,Gold,Import,701108,445.721,8.20129
Japan,2022,Gold,Import,21392,1.085,2.508333
Poland,2022,Gold,Import,336530,312.002,14.3
Portugal,2022,Gold,Import,251353,45.177,7.832691
Romania,2022,Gold,Import,134388,90.147,13.795488743252
Russian Federation,2022,Gold,Import,21660,20.16,11.531440913630917
Serbia,2022,Gold,Import,353989,146.353,11.9815117344703
Slovenia,2022,Gold,Import,111109,12.223,8.833699
Spain,2022,Gold,Import,184257,99.786,8.390576
Switzerland,2022,Gold,Import,52687,3.703,2.835028
TÃ¼rkiye,2022,Gold,Import,654323,0.02,
TÃ¼rkiye,2022,Gold,Import,179924,0.005,
Albania,2022,Gold,Import,47728,35.296,6.72520271530062
Algeria,2022,Gold,Import,277759,205.408,9.26551551551551
Azerbaijan,2022,Gold,Import,1036,0.6,13.8522590144267
Argentina,2022,Gold,Import,19901,24.001,72.43076
Australia,2022,Gold,Import,1300762,570.192,6.594097
Austria,2022,Gold,Import,113082,70.382,8.54687
Bahrain,2022,Gold,Import,458867,269.355,3.62574104304492
Barbados,2022,Gold,Import,131,0.3,9.438713921790619
Belgium,2022,Gold,Import,2901229,1625.202,9.597511
Bosnia Herzegovina,2022,Gold,Import,50142,22.95,14.0208440826771
Brazil,2022,Gold,Import,87468,55.208,9.280107
Bulgaria,2022,Gold,Import,33470,29.949,15.3252589264366
Belarus,2022,Gold,Import,253446,187.428,15.2096752740809
Canada,2022,Gold,Import,2184279,1144.066,6.802801
Canada,2022,Gold,Import,20708794,0.365,6.802801
Canada,2022,Gold,Import,784442828,15.955,6.802801
Cabo Verde,2022,Gold,Import,308,0.076,7.957098134043542
Central African Rep.,2022,Gold,Import,48692,36.009,5.58316735183246
Sri Lanka,2022,Gold,Import,826,0.18,44.948850593557715
Chile,2022,Gold,Import,527235,172.271,11.64387
China,2022,Gold,Import,571881,84.452,1.9735755573906
Colombia,2022,Gold,Import,40,0.03,10.17724
Cyprus,2022,Gold,Import,469844,330.274,8.3954829799334
Czechia,2022,Gold,Import,452293,409.346,15.10017
Denmark,2022,Gold,Import,126449,64.248,7.696567
Dominican Rep.,2022,Gold,Import,3157,1.718,8.81109209279581
Finland,2022,Gold,Import,19985,8.157,7.123507
France,2022,Gold,Import,5600825,4948.705,5.222367
French Polynesia,2022,Gold,Import,1258,0.26,
Gabon,2022,Gold,Import,1927,0.154,4.23124798274574
Georgia,2022,Gold,Import,9255,9.24,11.8981654203198
State of Palestine,2022,Gold,Import,2329593,1722.776,
Germany,2022,Gold,Import,2687650,2331.814,6.872574
Ghana,2022,Gold,Import,13819,8.399,31.2558951049016
Greece,2022,Gold,Import,4468320,2862.814,9.645261
Guatemala,2022,Gold,Import,193614,143.181,6.88512823344285
"China, Hong Kong SAR",2022,Gold,Import,558,0.413,1.88136707196846
Hungary,2022,Gold,Import,220380,239.075,14.60814
Iceland,2022,Gold,Import,1379,0.341,8.308754
Iraq,2022,Gold,Import,6245382,4618.573,4.99476596381039
Ireland,2022,Gold,Import,78467,53.387,7.807375
Israel,2022,Gold,Import,5494000,3513.498,4.393597
Italy,2022,Gold,Import,18298433,10398.0,8.20129
Italy,2022,Gold,Import,12695828,0.236,8.20129
Italy,2022,Gold,Import,180087,0.003,8.20129
CÃ´te d'Ivoire,2022,Gold,Import,18234,1.557,
Japan,2022,Gold,Import,148376,11.142,2.508333
Kazakhstan,2022,Gold,Import,43328,46.88,14.35558032491703
Jordan,2022,Gold,Import,4230503,3299.494,4.22915568897118
Rep. of Korea,2022,Gold,Import,44972,33.258,
Kuwait,2022,Gold,Import,4536529,3117.254,4.0640271869424005
Lebanon,2022,Gold,Import,2218559,1633.376,189.4364086159759
Lebanon,2022,Gold,Import,263229,0.004,189.4364086159759
Liberia,2022,Gold,Import,9778,0.926,7.593
Libya,2022,Gold,Import,157720,116.637,4.51
Lithuania,2022,Gold,Import,21220,18.874,19.70505
Luxembourg,2022,Gold,Import,3787,0.679,6.336008
Malaysia,2022,Gold,Import,15333,17.898,3.37869862549938
Maldives,2022,Gold,Import,7553,2.82,2.33314337624571
Maldives,2022,Gold,Import,60264,0.001,2.33314337624571
Mali,2022,Gold,Import,82291,60.856,9.78539374616166
Malta,2022,Gold,Import,28512,26.645,6.15375621933034
Mauritania,2022,Gold,Import,10431,,9.52526628622848
Mauritius,2022,Gold,Import,41566,16.753,10.7737512242899
Mexico,2022,Gold,Import,101445,75.02,7.896276
"Other Asia, nes",2022,Gold,Import,7286,0.665,
Morocco,2022,Gold,Import,69828,36.22,6.65704202759063
Oman,2022,Gold,Import,324872,224.445,2.81184097477153
Nepal,2022,Gold,Import,1956,,7.593104050705884
Netherlands,2022,Gold,Import,1198109,714.887,10.00121
Netherlands,2022,Gold,Import,220,,10.00121
New Zealand,2022,Gold,Import,33564,10.823,7.172225
Norway,2022,Gold,Import,37418,15.793,5.764123
Pakistan,2022,Gold,Import,3196,1.31,19.8738599646653
Peru,2022,Gold,Import,1705157,1518.885,8.33370630096232
Poland,2022,Gold,Import,652459,633.65,14.3
Romania,2022,Gold,Import,897164,1407.426,13.795488743252
Russian Federation,2022,Gold,Import,13920143,10294.197,11.531440913630917
Saudi Arabia,2022,Gold,Import,15624073,9070.653,2.474074
Serbia,2022,Gold,Import,13576,8.563,11.9815117344703
Seychelles,2022,Gold,Import,7217,4.911,2.6260363285127752
Singapore,2022,Gold,Import,34,0.02,6.12106004039414
Slovakia,2022,Gold,Import,5133,3.77,
Viet Nam,2022,Gold,Import,3080,2.11,3.15650749963111
Slovenia,2022,Gold,Import,7887,1.816,8.833699
South Africa,2022,Gold,Import,224391,165.941,7.039727
Spain,2022,Gold,Import,9226336,5274.319,8.390576
Spain,2022,Gold,Import,201,,8.390576
Sweden,2022,Gold,Import,1280325,760.214,8.369291
Switzerland,2022,Gold,Import,443276,171.086,2.835028
United Arab Emirates,2022,Gold,Import,3515759,2509.128,4.82788859594433
United Arab Emirates,2022,Gold,Import,5777450,0.102,4.82788859594433
United Arab Emirates,2022,Gold,Import,861728673,15.023,4.82788859594433
United Arab Emirates,2022,Gold,Import,459423,0.008,4.82788859594433
Tunisia,2022,Gold,Import,57089,24.16,8.30646124447628
TÃ¼rkiye,2022,Gold,Import,1937472,1147.129,
TÃ¼rkiye,2022,Gold,Import,73337192,1.356,
Ukraine,2022,Gold,Import,26439,37.733,20.1836366617479
United Kingdom,2022,Gold,Import,3031251,2602.466,7.9
USA,2022,Gold,Import,20558298,10366.436,
USA,2022,Gold,Import,11982,,
Zambia,2022,Gold,Import,31838,23.545,10.9932039209136
Andorra,2022,Gold,Import,6010,,
Azerbaijan,2022,Gold,Import,43843,0.001,13.8522590144267
Argentina,2022,Gold,Import,108,0.183,72.43076
Argentina,2022,Gold,Import,12210,,72.43076
Australia,2022,Gold,Import,158402,49.65,6.594097
Australia,2022,Gold,Import,8557,0.001,6.594097
Australia,2022,Gold,Import,1043314,0.018,6.594097
Australia,2022,Gold,Import,470301,0.009,6.594097
Austria,2022,Gold,Import,66,0.009,8.54687
Austria,2022,Gold,Import,1195991429,20.782,8.54687
Austria,2022,Gold,Import,765061404,8.026,8.54687
Bahamas,2022,Gold,Import,221,,5.60540633583043
Bahrain,2022,Gold,Import,12659,2.628,3.62574104304492
Bahrain,2022,Gold,Import,55361,0.001,3.62574104304492
Bahrain,2022,Gold,Import,749,0.002,3.62574104304492
Bangladesh,2022,Gold,Import,37,0.002,7.69695437176892
Barbados,2022,Gold,Import,7627,2.641,9.438713921790619
Belgium,2022,Gold,Import,1674927,1307.003,9.597511
Belgium,2022,Gold,Import,29,,9.597511
Belgium,2022,Gold,Import,3087,0.004,9.597511
Belgium,2022,Gold,Import,100597,0.005,9.597511
Bermuda,2022,Gold,Import,24489,16.641,
Brazil,2022,Gold,Import,4862,,9.280107
Brunei Darussalam,2022,Gold,Import,419,,3.68225030604209
Bulgaria,2022,Gold,Import,2126,0.001,15.3252589264366
Canada,2022,Gold,Import,13234,11.259,6.802801
Canada,2022,Gold,Import,57428,0.004,6.802801
Canada,2022,Gold,Import,5991194,0.118,6.802801
Canada,2022,Gold,Import,18065478,0.179,6.802801
Cayman Isds,2022,Gold,Import,86728,25.854,
Cayman Isds,2022,Gold,Import,13985,,
Sri Lanka,2022,Gold,Import,529,0.5,44.948850593557715
Chile,2022,Gold,Import,118,0.003,11.64387
Chile,2022,Gold,Import,6031,,11.64387
China,2022,Gold,Import,40020,62.793,1.9735755573906
China,2022,Gold,Import,68842289,1.199,1.9735755573906
China,2022,Gold,Import,17548886711,300.167,1.9735755573906
Congo,2022,Gold,Import,109461,0.002,3.04344334698467
Costa Rica,2022,Gold,Import,3228,,8.27477490232662
Croatia,2022,Gold,Import,120,,10.7805806758686
Croatia,2022,Gold,Import,26363,0.001,10.7805806758686
Cyprus,2022,Gold,Import,16598,7.707,8.3954829799334
Cyprus,2022,Gold,Import,610532,0.011,8.3954829799334
Cyprus,2022,Gold,Import,2442584,0.053,8.3954829799334
Czechia,2022,Gold,Import,12465,7.288,15.10017
Czechia,2022,Gold,Import,55,,15.10017
Czechia,2022,Gold,Import,2909352,0.047,15.10017
Czechia,2022,Gold,Import,1811573,0.042,15.10017
Benin,2022,Gold,Import,72626,0.045,1.35077863583532
Denmark,2022,Gold,Import,889,0.346,7.696567
Denmark,2022,Gold,Import,34202,0.001,7.696567
Denmark,2022,Gold,Import,704420,0.017,7.696567
Denmark,2022,Gold,Import,4570587,0.105,7.696567
Ecuador,2022,Gold,Import,866,,3.46616972213077
Estonia,2022,Gold,Import,407,0.07,19.39826
Estonia,2022,Gold,Import,22262,,19.39826
Estonia,2022,Gold,Import,55188,0.001,19.39826
Finland,2022,Gold,Import,12451,1.568,7.123507
Finland,2022,Gold,Import,3570,0.001,7.123507
Finland,2022,Gold,Import,50572,0.007,7.123507
France,2022,Gold,Import,1278429,938.036,5.222367
France,2022,Gold,Import,104705,0.006,5.222367
France,2022,Gold,Import,209691,0.007,5.222367
France,2022,Gold,Import,33784569,0.902,5.222367
French Polynesia,2022,Gold,Import,607,0.088,
French Polynesia,2022,Gold,Import,10453,0.006,
French Polynesia,2022,Gold,Import,18582,0.032,
Djibouti,2022,Gold,Import,87845,0.001,5.17980847967061
Gambia,2022,Gold,Import,1683,3.748,11.5131198380507
Germany,2022,Gold,Import,84017,44.27,6.872574
Germany,2022,Gold,Import,1445886,0.018,6.872574
Germany,2022,Gold,Import,121064738,3.181,6.872574
Germany,2022,Gold,Import,1312633115,15.991,6.872574
Ghana,2022,Gold,Import,1361,0.852,31.2558951049016
Greece,2022,Gold,Import,1664,0.374,9.645261
Guyana,2022,Gold,Import,62,0.01,6.018061288707845
Honduras,2022,Gold,Import,650980,0.011,9.08963911525029
"China, Hong Kong SAR",2022,Gold,Import,246146,64.233,1.88136707196846
"China, Hong Kong SAR",2022,Gold,Import,3614814237,92.647,1.88136707196846
"China, Hong Kong SAR",2022,Gold,Import,256995,0.01,1.88136707196846
Hungary,2022,Gold,Import,5971,9.179,14.60814
Hungary,2022,Gold,Import,336,,14.60814
Hungary,2022,Gold,Import,1423,,14.60814
Iceland,2022,Gold,Import,2442,0.403,8.308754
Iceland,2022,Gold,Import,142248,0.013,8.308754
Indonesia,2022,Gold,Import,15395,0.005,4.209456
Ireland,2022,Gold,Import,4198956,3483.754,7.807375
Ireland,2022,Gold,Import,13292,0.001,7.807375
Ireland,2022,Gold,Import,415011,0.03,7.807375
Ireland,2022,Gold,Import,2463630,0.212,7.807375
Israel,2022,Gold,Import,1287,,4.393597
Israel,2022,Gold,Import,3000,,4.393597
Italy,2022,Gold,Import,29328,26.619,8.20129
Italy,2022,Gold,Import,236978,0.004,8.20129
Italy,2022,Gold,Import,55943272,0.912,8.20129
Italy,2022,Gold,Import,95493238,5.194,8.20129
Japan,2022,Gold,Import,3806769,0.058,2.508333
Japan,2022,Gold,Import,1947385,0.008,2.508333
Jordan,2022,Gold,Import,1686,,4.22915568897118
Kenya,2022,Gold,Import,5198,3.499,7.65687456104604
Rep. of Korea,2022,Gold,Import,2003,0.001,
Rep. of Korea,2022,Gold,Import,2590,0.002,
Rep. of Korea,2022,Gold,Import,78400,0.03,
Kuwait,2022,Gold,Import,9320,5.962,4.0640271869424005
Kuwait,2022,Gold,Import,1507,,4.0640271869424005
Kuwait,2022,Gold,Import,24319,0.005,4.0640271869424005
Latvia,2022,Gold,Import,42904,0.001,17.31029
Lithuania,2022,Gold,Import,21,,19.70505
Lithuania,2022,Gold,Import,6,,19.70505
Lithuania,2022,Gold,Import,312,,19.70505
Lithuania,2022,Gold,Import,32779,0.001,19.70505
Luxembourg,2022,Gold,Import,6194,,6.336008
Luxembourg,2022,Gold,Import,147107,0.003,6.336008
Luxembourg,2022,Gold,Import,56541,0.001,6.336008
Malaysia,2022,Gold,Import,29255,7.073,3.37869862549938
Malaysia,2022,Gold,Import,599444,0.01,3.37869862549938
Malaysia,2022,Gold,Import,949609,0.018,3.37869862549938
Maldives,2022,Gold,Import,7823,6.88,2.33314337624571
Malta,2022,Gold,Import,12170,4.484,6.15375621933034
Malta,2022,Gold,Import,4174,0.002,6.15375621933034
Malta,2022,Gold,Import,47888,0.02,6.15375621933034
Mauritius,2022,Gold,Import,1877,0.45,10.7737512242899
Mexico,2022,Gold,Import,54030,74.096,7.896276
"Other Asia, nes",2022,Gold,Import,175631,0.003,
"Other Asia, nes",2022,Gold,Import,47106,0.009,
Mongolia,2022,Gold,Import,1340,1.008,15.1479560897225
Morocco,2022,Gold,Import,211,,6.65704202759063
Oman,2022,Gold,Import,18822,12.894,2.81184097477153
Nepal,2022,Gold,Import,3897465,0.015,7.593104050705884
Netherlands,2022,Gold,Import,313193,232.426,10.00121
Netherlands,2022,Gold,Import,1285,,10.00121
Netherlands,2022,Gold,Import,7359,0.014,10.00121
Netherlands,2022,Gold,Import,292087,0.08,10.00121
New Zealand,2022,Gold,Import,2465,,7.172225
New Zealand,2022,Gold,Import,11023,,7.172225
New Zealand,2022,Gold,Import,51500,0.002,7.172225
Nigeria,2022,Gold,Import,24440,10.04,18.53078867434467
Norway,2022,Gold,Import,7485,3.277,5.764123
Norway,2022,Gold,Import,10525,0.004,5.764123
Norway,2022,Gold,Import,97096,0.086,5.764123
Pakistan,2022,Gold,Import,1571092,0.032,19.8738599646653
Pakistan,2022,Gold,Import,1940171,0.032,19.8738599646653
Peru,2022,Gold,Import,403,0.691,8.33370630096232
Peru,2022,Gold,Import,9603,,8.33370630096232
Philippines,2022,Gold,Import,423,0.001,5.82115811213952
Philippines,2022,Gold,Import,9794,0.001,5.82115811213952
Poland,2022,Gold,Import,160635,207.832,14.3
Poland,2022,Gold,Import,1891,,14.3
Poland,2022,Gold,Import,250144,0.01,14.3
Portugal,2022,Gold,Import,8315,5.192,7.832691
Portugal,2022,Gold,Import,285,,7.832691
Portugal,2022,Gold,Import,35613,0.001,7.832691
Qatar,2022,Gold,Import,21330,1.522,4.99527553740761
Qatar,2022,Gold,Import,472192,,4.99527553740761
Saudi Arabia,2022,Gold,Import,10482,8.695,2.474074
Saudi Arabia,2022,Gold,Import,17965,0.004,2.474074
Saudi Arabia,2022,Gold,Import,27860,0.006,2.474074
Serbia,2022,Gold,Import,28515,44.814,11.9815117344703
Serbia,2022,Gold,Import,1688,,11.9815117344703
Seychelles,2022,Gold,Import,1115,0.887,2.6260363285127752
India,2022,Gold,Import,5585,4.22,5.90043
India,2022,Gold,Import,16280934,0.306,5.90043
India,2022,Gold,Import,3119241,0.044,5.90043
Singapore,2022,Gold,Import,75884,37.53,6.12106004039414
Singapore,2022,Gold,Import,176083,0.009,6.12106004039414
Singapore,2022,Gold,Import,847731787,10.941,6.12106004039414
Slovakia,2022,Gold,Import,50130,35.231,
Slovakia,2022,Gold,Import,46008,0.006,
Slovakia,2022,Gold,Import,5619,,
Viet Nam,2022,Gold,Import,113524,0.002,3.15650749963111
Slovenia,2022,Gold,Import,1917,0.001,8.833699
Slovenia,2022,Gold,Import,1896,,8.833699
Slovenia,2022,Gold,Import,9933,0.003,8.833699
South Africa,2022,Gold,Import,846,,7.039727
South Africa,2022,Gold,Import,694845,0.014,7.039727
Spain,2022,Gold,Import,208184,116.811,8.390576
Spain,2022,Gold,Import,7515,0.002,8.390576
Spain,2022,Gold,Import,340215033,7.543,8.390576
Spain,2022,Gold,Import,307146243,4.038,8.390576
Sweden,2022,Gold,Import,297,0.2,8.369291
Sweden,2022,Gold,Import,99,,8.369291
Sweden,2022,Gold,Import,21092,0.001,8.369291
Sweden,2022,Gold,Import,265693,0.005,8.369291
Switzerland,2022,Gold,Import,1589,0.244,2.835028
Switzerland,2022,Gold,Import,1652,,2.835028
Switzerland,2022,Gold,Import,2718925032,48.466,2.835028
Switzerland,2022,Gold,Import,787105,0.038,2.835028
Thailand,2022,Gold,Import,88428,9.357,6.07741228434321
Thailand,2022,Gold,Import,137,,6.07741228434321
Thailand,2022,Gold,Import,1024305,0.012,6.07741228434321
Thailand,2022,Gold,Import,204856061,0.747,6.07741228434321
Trinidad and Tobago,2022,Gold,Import,1395,,5.54308418631475
United Arab Emirates,2022,Gold,Import,34706,18.353,4.82788859594433
United Arab Emirates,2022,Gold,Import,510546064,14.691,4.82788859594433
United Arab Emirates,2022,Gold,Import,2833237279,24.601,4.82788859594433
TÃ¼rkiye,2022,Gold,Import,58070,85.695,
TÃ¼rkiye,2022,Gold,Import,19316943,0.368,
TÃ¼rkiye,2022,Gold,Import,384045085,0.956,
Ukraine,2022,Gold,Import,1046,,20.1836366617479
Egypt,2022,Gold,Import,2259,0.375,13.8956609775178
USA,2022,Gold,Import,40172,11.577,
USA,2022,Gold,Import,705898,0.012,
USA,2022,Gold,Import,5927338,0.091,
USA,2022,Gold,Import,62939599,1.045,
Uzbekistan,2022,Gold,Import,3439,,11.4466436998836
Uzbekistan,2022,Gold,Import,5366,,11.4466436998836
Zambia,2022,Gold,Import,277,,10.9932039209136
Australia,2022,Gold,Import,621402,0.012,6.594097
Belgium,2022,Gold,Import,117925,0.002,9.597511
Burundi,2022,Gold,Import,5908,1.532,18.8008786664944
Sri Lanka,2022,Gold,Import,913350,0.021,44.948850593557715
China,2022,Gold,Import,7848855,0.378,1.9735755573906
Comoros,2022,Gold,Import,779,1.082,11.995
Comoros,2022,Gold,Import,25939,,11.995
Dem. Rep. of the Congo,2022,Gold,Import,900049,0.017,8.996
Czechia,2022,Gold,Import,352750,49.212,15.10017
Czechia,2022,Gold,Import,108,,15.10017
Denmark,2022,Gold,Import,60111,0.002,7.696567
Germany,2022,Gold,Import,38518,9.752,6.872574
Germany,2022,Gold,Import,153110,0.003,6.872574
"China, Hong Kong SAR",2022,Gold,Import,96531596,2.09,1.88136707196846
Italy,2022,Gold,Import,6000,1.8,8.20129
Italy,2022,Gold,Import,893113,0.014,8.20129
Italy,2022,Gold,Import,824417,0.014,8.20129
Japan,2022,Gold,Import,1703094,0.031,2.508333
Kenya,2022,Gold,Import,7702967,0.143,7.65687456104604
Malawi,2022,Gold,Import,7634,1.792,20.9539697299689
Mozambique,2022,Gold,Import,146,,10.2794018093421
Oman,2022,Gold,Import,61,0.105,2.81184097477153
Oman,2022,Gold,Import,28958,,2.81184097477153
Netherlands,2022,Gold,Import,123042,36.554,10.00121
Netherlands,2022,Gold,Import,25462518,0.478,10.00121
Qatar,2022,Gold,Import,285712,0.005,4.99527553740761
Rwanda,2022,Gold,Import,6739969,0.137,17.6892095588154
Saudi Arabia,2022,Gold,Import,561,,2.474074
Senegal,2022,Gold,Import,144217,0.003,9.69681899081076
India,2022,Gold,Import,931105238,20.257,5.90043
Singapore,2022,Gold,Import,67846,0.001,6.12106004039414
South Africa,2022,Gold,Import,881618631,17.477,7.039727
Spain,2022,Gold,Import,14341931,0.276,8.390576
Switzerland,2022,Gold,Import,264,0.012,2.835028
Switzerland,2022,Gold,Import,344717087,9.876,2.835028
Thailand,2022,Gold,Import,2380,,6.07741228434321
United Arab Emirates,2022,Gold,Import,6971,1.055,4.82788859594433
United Arab Emirates,2022,Gold,Import,2405,,4.82788859594433
United Arab Emirates,2022,Gold,Import,971671398,17.7,4.82788859594433
United Arab Emirates,2022,Gold,Import,2129422,0.041,4.82788859594433
TÃ¼rkiye,2022,Gold,Import,73631,0.002,
Uganda,2022,Gold,Import,949496,0.038,7.19578885975806
Uganda,2022,Gold,Import,2324504,0.043,7.19578885975806
Egypt,2022,Gold,Import,13441,,13.8956609775178
United Kingdom,2022,Gold,Import,27147,13.442,7.9
United Kingdom,2022,Gold,Import,142599,0.003,7.9
USA,2022,Gold,Import,2110737,0.051,
USA,2022,Gold,Import,90494,0.002,
Antigua and Barbuda,2022,Gold,Import,6531,3.901,7.53107834634288
Antigua and Barbuda,2022,Gold,Import,18413,,7.53107834634288
Antigua and Barbuda,2022,Gold,Import,7289,,7.53107834634288
Argentina,2022,Gold,Import,25817,,72.43076
Argentina,2022,Gold,Import,30754,,72.43076
Australia,2022,Gold,Import,54914,31.201,6.594097
Australia,2022,Gold,Import,31530,0.001,6.594097
Australia,2022,Gold,Import,924205961,16.238,6.594097
Australia,2022,Gold,Import,1816114,0.034,6.594097
Austria,2022,Gold,Import,1908,0.851,8.54687
Austria,2022,Gold,Import,567,,8.54687
Austria,2022,Gold,Import,1457797,0.027,8.54687
Austria,2022,Gold,Import,1693774,0.029,8.54687
Bahamas,2022,Gold,Import,282703,175.627,5.60540633583043
Bahamas,2022,Gold,Import,14,,5.60540633583043
Bahamas,2022,Gold,Import,78,,5.60540633583043
Bahamas,2022,Gold,Import,35429,0.049,5.60540633583043
Bahrain,2022,Gold,Import,33441,4.345,3.62574104304492
Armenia,2022,Gold,Import,50000,0.001,8.64091108973845
Armenia,2022,Gold,Import,7150760,0.124,8.64091108973845
Armenia,2022,Gold,Import,6331521,0.113,8.64091108973845
Barbados,2022,Gold,Import,9686,3.513,9.438713921790619
Barbados,2022,Gold,Import,976,,9.438713921790619
Barbados,2022,Gold,Import,11745,0.029,9.438713921790619
Belgium,2022,Gold,Import,6600,5.689,9.597511
Belgium,2022,Gold,Import,16299,0.001,9.597511
Belgium,2022,Gold,Import,15162,0.001,9.597511
Belgium,2022,Gold,Import,47298,0.004,9.597511
Bermuda,2022,Gold,Import,118345,111.104,
Bermuda,2022,Gold,Import,55,0.001,
Bermuda,2022,Gold,Import,62637,0.001,
Bermuda,2022,Gold,Import,126684,0.004,
Bolivia (Plurinational State of),2022,Gold,Import,2551,1.748,1.74632872945973
Bolivia (Plurinational State of),2022,Gold,Import,196887,0.003,1.74632872945973
Bolivia (Plurinational State of),2022,Gold,Import,121897,0.003,1.74632872945973
Bosnia Herzegovina,2022,Gold,Import,539,,14.0208440826771
Brazil,2022,Gold,Import,843,,9.280107
Brazil,2022,Gold,Import,102695,0.002,9.280107
Brazil,2022,Gold,Import,226721,0.041,9.280107
Belize,2022,Gold,Import,1748,0.524,6.2655634990762445
Br. Virgin Isds,2022,Gold,Import,37901,24.295,
Br. Virgin Isds,2022,Gold,Import,5575,,
Br. Virgin Isds,2022,Gold,Import,337451,0.006,
Brunei Darussalam,2022,Gold,Import,20220,,3.68225030604209
Brunei Darussalam,2022,Gold,Import,57,,3.68225030604209
Bulgaria,2022,Gold,Import,30521,,15.3252589264366
Cambodia,2022,Gold,Import,13704,8.88,5.34370264895435
Canada,2022,Gold,Import,47715294,31110.119,6.802801
Canada,2022,Gold,Import,314097,0.027,6.802801
Canada,2022,Gold,Import,1440290159,66.36,6.802801
Canada,2022,Gold,Import,20704653,0.566,6.802801
Cayman Isds,2022,Gold,Import,377133,412.39,
Cayman Isds,2022,Gold,Import,486,,
Cayman Isds,2022,Gold,Import,16053316,0.207,
Cayman Isds,2022,Gold,Import,30997649,0.602,
Chile,2022,Gold,Import,178004,61.612,11.64387
Chile,2022,Gold,Import,244,,11.64387
Chile,2022,Gold,Import,1269,0.001,11.64387
Chile,2022,Gold,Import,23894,0.002,11.64387
China,2022,Gold,Import,321090,235.47,1.9735755573906
China,2022,Gold,Import,1938023,0.055,1.9735755573906
China,2022,Gold,Import,15284717,0.226,1.9735755573906
